Link;Nome;Preco;Frete Grátis
https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=%2Bi1qcD4Enr4lzkeOLDTaed%2BZNhOFokZrsDTgUKwxuwL7viOMeJonXPXWvSJlwtLsB1F0ytyhlCmKf5zj5JG3vBSN0X15i9KdSlYZsb%2BpqAplctS0lSsquiYorxtw3g68Hgd%2BaXIvp%2BL%2Fyge1fjiNSFVNsvdSdlzd%2BxV7qyD0eT%2BG%2B2pMs5gqEFaazO9a1%2B6QYN48Iaq6R4tPhXvnOaYKeC6GKgE8xbJB3oGGBNjFCM6NFfduy8mRg%2FqaUuUabcBqIQWZdJ157AnSbLQXyfU%2BTUTS2qTZW6CxuLgTG7tF8GvOQve%2FrIjUpRJ0MIdyRfSWwJkUtgfRklnxxMgTYebaOpwEqAouuQjrFg6QLI2JU8rS5PyJ2Xl6kp4eXCYzoXaIZPrFgs3%2BUodqldmIbcPZs2SbrRP9nXzW%2B4WFYDl51%2BZA%2F2u0yODxH24NH4mEclkKBG764zMriWPQ9yFN7zT%2BAi2DRZIDJRPbEi7Y2C51bWpwYDVLhIJsH5KhtZsDDmN5hZir27k2YiUul0pKQPGzU%2FlsX%2F8uaYRAMJmCtAOo7K%2BgcCI%2B%2BBh%2FWjlmGopDHTwFA%2B2zPfflWJfTmI0rSf2kD52aaQ80qoSx%2Bvl%2FjQO6stkyBX%2BDVXpfYs0PNaDXDu67SA0LzYgWWcEFeio3OLlepSbNBDgJEOl28R1dJ5DbhHUwwOEok847XXczaTte5XdSZ1i0td39bQzSIh8%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2B16026%2Cmclics%2Frolling-layout%2B20432%2Cmclics%2Fshow-pads-search-list%2B5146%2Cmclics%2Fshow-pads-global%2B5176&rb=x;20 Lâmpadas Bulbo Led Branco Frio De 15w - 6500k - E27;108;Sim
https://produto.mercadolivre.com.br/MLB-2966994260-kit-trilho-eletrificado-2m-preto-6-spots-led-10w-luz-quente-_JM#position=17&search_layout=grid&type=item&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;Kit Trilho Eletrificado 2m Preto+ 6 Spots Led 10w Luz Quente;179;Sim
https://produto.mercadolivre.com.br/MLB-1800559999-kit-10-lmpada-led-15w-bulbo-e27-6500k-branco-frio-_JM#position=18&search_layout=grid&type=item&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;Kit 10 Lâmpada Led 15w Bulbo E27 6500k Branco Frio;75;Não
https://www.mercadolivre.com.br/lampada-led-40w-iluminaco-forte-area-grande-e27-branca-fria/p/MLB23163406?pdp_filters=category:MLB1582#searchVariation=MLB23163406&position=2&search_layout=grid&type=product&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;Lampada Led 40w Iluminação Forte Area Grande E27 Branca Fria;24;Não
https://produto.mercadolivre.com.br/MLB-1847990183-lmpada-ultra-led-40w-alta-potncia-branca-fria-bivolt-bulbo-_JM#position=19&search_layout=grid&type=item&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;Lâmpada Ultra Led 40w Alta Potência Branca Fria Bivolt Bulbo;27;Não
https://produto.mercadolivre.com.br/MLB-2749162520-kit-10-lmpada-led-15w-bulbo-e27-6500k-branco-frio-inmetro-_JM#position=20&search_layout=grid&type=item&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;Kit 10 Lâmpada Led 15w Bulbo E27 6500k Branco Frio Inmetro ;89;Sim
https://www.mercadolivre.com.br/lmpada-led-bulbo-100w-e40-6500k-alta-potncia/p/MLB22856022?pdp_filters=category:MLB1582#searchVariation=MLB22856022&position=3&search_layout=grid&type=product&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;Lâmpada Led Bulbo 100w E40 6500k Alta Potência;66;Não
https://www.mercadolivre.com.br/kit-5-lampadas-led-bulbo-e27-9w-3000k-4000k-6500k-osram-cor-da-luz-branco-neutro-voltagem-110v220v/p/MLB24147862?pdp_filters=category:MLB1582#searchVariation=MLB24147862&position=4&search_layout=grid&type=product&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;Kit 5 Lampadas Led Bulbo E27 9w 3000k / 4000k / 6500k Osram Cor Da Luz Branco-neutro Voltagem 110v/220v;33;Não
https://produto.mercadolivre.com.br/MLB-2707881160-lmpada-filamento-led-retr-vintage-quente-mbar-st64-_JM#position=21&search_layout=grid&type=item&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;Lâmpada Filamento Led Retrô Vintage Quente Âmbar St64;20;Não
https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=l0eDkmY%2BDLWkwkMEcqElS5vnXbRgZvtIfuhx5EUoxRl4Oj%2Fz3xRCTjtSCGcLk25CPAHawcb0MVxjN73p28vxvmQZfwvRTTktpViR6sHc9aj7QXnIYjkp13r%2B3EI0lojMQLyPk8EWoAkPuS%2FOaiPsJ6o2PYsWu97Zga4xEJdcUfGwxs6V8%2FeVp%2FjLa3L2JdrbVnKztFxpmhXb0w19Nw5N4veP0WziqBIB0Ly%2FfuvVewkB9OnHVILe0n9s%2FP4txSIEWgmAQ6ngz0KMa%2FboRIi6rQq9Mb3vBZ8Ezx1cc8LKHfEof3ZCi6znB7eRMRZZb83vTKC6DDNciNdhUcc8w%2B%2BpQc9hWGX1NDxgTtr5PiNRvKtFUJ9mkWkbFzXBlQ5BrHGTCfEBr7vKUBJxwWElsqAD9FzH1xRGPzZfZYhVwm3wpQQp%2BhDHTm9rgdn02To5DV7EkRrAXGifiRWDEhFIaLbJSVJa9I1z4XQ583K%2F6Gwulc05Z4xG44BUpPLZu%2Bz6qM9m4A4uuLTdB3kCVK7HWnlrfobqdXyd4RCsSaatFVBvq0KShuBiHGfCL4e8sFEzApIjLeBT29c%2BgTJeTDZqaVmjun8P9197PZV4o1oWmd1sunS9I%2BZ8OF6wh6Tppw3fg35o%2FXX6ueGObXzfo22ZbmUxtQQWXi2spXLQhP9UGGw4rWX9Llqp567zIofw5yF82YS%2FrUp%2FEA%2Fsg%2FdAfZangOJsCRr%2Fv7zzFTZb&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2B16026%2Cmclics%2Frolling-layout%2B20432%2Cmclics%2Fshow-pads-search-list%2B5146%2Cmclics%2Fshow-pads-global%2B5176&rb=x;Kit 12 Lâmpada Par 20 Led 7w Bivolt 3000k Quente Lorenzetti;228;Sim
https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=Tqw5XfYI9lTWBeRUngwEQWAAPbXnKrwHgQpFLE104oRX29kZ6iuRzSJgZDuhrFBmMurl9946GSFD3Htxf2%2BXhcbXoAFbr4OzgwxFvCL49WiP%2BdfL1wljY3ZRG4Kg4vSYkx4CpGWRQydKqovjDDEkCG4kGvd0mvrlWCh8tFbqUYv7z%2BtjktnL4sM7AMv3ocBbDz65g6ZzkUYbkNwRdoj19vmaQziYtzJFXmfD0tKt4%2BUa9ePRk%2F%2FV1%2FQ9DTowz3ASY96noZwENX9cKm6nbPxNRhOkN0A7hc2WDob6m9fILJeYXb8Tku2Uirk%2FxxML3wsbZqdR9stZMD3x77RzYjpphWkbiOwHhjYeXNKJoaPtD9I2yKu9S3%2FbfOIkpbsfV1lojpb8UNsLuftdqc521T3zBR1jqk4Jx0XZ0ZPqnPgqc7Wzwj5FQwDyqMB326itWZ%2FpCX1eKHZXStD4OyH1Dy2u7wida6Ub92E%2Bn1VHLi7Q3RBjfZBzm2Lclxofz7EPeyqnojHKwmXb5qbODTIYdqweMM%2Bu8e3jkwSvwrk7y%2Bc98Ar1kA1XWJ8e%2BbO4XOdvoaOCxSdJdOUWTGDuT5ooppHH%2BiHoE44IHFt%2BW%2FhLPzELRHTIzbnDEetDY6fpJLE0IowMeAwPcXU7K9zHtC%2BMC01KxS%2FBwcCP2Lx8qe2iKsNmb0yH26RZKmJQ0Pgz1%2Fg2lrfjyoTmJSubYwLDIzIAIo205GJNmd7DhTh%2F8MnW&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2B16026%2Cmclics%2Frolling-layout%2B20432%2Cmclics%2Fshow-pads-search-list%2B5146%2Cmclics%2Fshow-pads-global%2B5176&rb=x;Kit 10 Luminária Espeto Jardim Cob Led Verde 7w Prova Dágua;199;Sim
https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=qFnuAy83vHGTiiKpUTDMu9jBlOgxfAmYWS%2FR66hzRa468SVq2JnALG5prkz3kJBW7rIdJLSCAMD2lYrrUeX7FS2s1QvUkgHGauo2Ogjfz9DnXSINGoMtjw9jUEWmr9cDcKYLRO%2BSqiBMRQoaPd%2BV9wxxViOSfqoO6U%2B%2FTeknNEd1ViS11vziEKuXSWOuuynpDWSsryaiHruzcskkdryIr5Ja2IQ4Qk21paqBbDUPdm02omsoqPs8jmo8jK2E3u3dzqLsHyFa0eD2JVqKGA0xYobtxSmpWjXLz9BIA2IM8iYuVvH%2Fwm%2FjzgW2M1jBEGmYlhCs0%2BI9bjl72O4ucE7NXG3lWtLcCAS8HYvSXlNxYA2aEN98MlgLdBvydK1qIeoGIH2k9mapvQvE89psLYX5iZzaJ1bMCIAaXrFqs2uFk35iNb0vzMIk5rkA9A5%2FXdeBOlwIj%2F5Pf%2Fqj3Tr6WtL7%2F0zb%2B7Gqi3r48F1PKBWxhBQ5qnVeTXAkkKKtdtDEVG%2Bvoo7GYoF%2B5WhI%2BbzslI5S5foq0dA60dA0WyGPwt4nSdKdQgnG%2BPO5twYP9Yh0BfA3NOsLoXBDK8kyKGJrfRG%2FA1TNFMzfb%2FCjawqwhbZE3oUuoMKthNj3wE7nz11IwlWrqmk4s4Ojb5mwgxruxuWCURIXszxU%2BmDC9Qcl18A2XkRiaDxLmEo%2B%2FIttQ4SNlY%2FEpGmEtKEZmxo08hIwKS%2BLqaDtdmCXXHYV&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2B16026%2Cmclics%2Frolling-layout%2B20432%2Cmclics%2Fshow-pads-search-list%2B5146%2Cmclics%2Fshow-pads-global%2B5176&rb=x;Kit 30 Lâmpada Led 9w Pêra Bulbo E27 6500k Branco Frio Avant;175;Sim
https://produto.mercadolivre.com.br/MLB-2082021320-kit-trilho-eletrificado-2m-6-spots-led-10w-luz-quente-_JM#position=22&search_layout=grid&type=item&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;Kit Trilho Eletrificado 2m + 6 Spots Led 10w Luz Quente;175;Sim
https://produto.mercadolivre.com.br/MLB-2037434329-kit-10-lmpadas-led-bulbo-50w-e27-6500k-bivolt-_JM#position=23&search_layout=grid&type=item&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;Kit 10 Lâmpadas Led Bulbo 50w E27 6500k Bivolt;237;Sim
https://produto.mercadolivre.com.br/MLB-1111756736-refletor-led-100w-smd-prova-dagua-ip66-holofote-6500k-_JM#position=24&search_layout=grid&type=item&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;Refletor Led 100w Smd Prova D´água Ip66 Holofote 6500k ;57;Não
https://produto.mercadolivre.com.br/MLB-3499796048-soquete-sensor-de-presenca-lmpada-bocal-e27-movimento-360-_JM?searchVariation=177984954743#searchVariation=177984954743&position=25&search_layout=grid&type=item&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;Soquete Sensor De Presença Lâmpada Bocal E27 Movimento 360º;28;Não
https://produto.mercadolivre.com.br/MLB-1609772440-lampada-inteligente-rgb-wifi-smart-google-alexa-colorida-_JM#position=26&search_layout=grid&type=item&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;Lampada Inteligente Rgb Wifi Smart Google Alexa Colorida ;59;Não
https://produto.mercadolivre.com.br/MLB-3344716373-kit-10-lmpada-led-halopim-g9-7w-p-lustre-arandela-bivolt-_JM#position=27&search_layout=grid&type=item&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;Kit 10 Lâmpada Led Halopim G9 7w P/ Lustre Arandela Bivolt;58;Não
https://produto.mercadolivre.com.br/MLB-1802863813-painel-plafon-led-24w-quadrado-embutir-bco-frio-30x30-avant-_JM#position=28&search_layout=grid&type=item&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;Painel Plafon Led 24w Quadrado Embutir Bco Frio 30x30 Avant;44;Não
https://produto.mercadolivre.com.br/MLB-1097021112-varal-de-luz-festao-20-mts-com-20-lampadas-inclusas-promoco-_JM#position=29&search_layout=grid&type=item&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;Varal De Luz Festao 20 Mts Com 20 Lampadas Inclusas Promoção;189;Sim
https://www.mercadolivre.com.br/kit-10-lampadas-led-bulbo-a60-9w-6500k-branca-fria-bivolt-kian/p/MLB23654355?pdp_filters=category:MLB1582#searchVariation=MLB23654355&position=5&search_layout=grid&type=product&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;Kit 10 Lampadas Led Bulbo A60 9w 6.500k Branca Fria Bivolt Kian;37;Não
https://produto.mercadolivre.com.br/MLB-2607053196-lampada-musical-caixa-som-bluetooth-led-rgb-com-controle-_JM#position=30&search_layout=grid&type=item&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;Lampada Musical Caixa Som Bluetooth Led Rgb Com Controle ;27;Não
https://www.mercadolivre.com.br/lmpada-led-bulbo-50w-e27-bivolt-branco-frio-casa-comercio/p/MLB21617254?pdp_filters=category:MLB1582#searchVariation=MLB21617254&position=6&search_layout=grid&type=product&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;Lâmpada Led Bulbo 50w E27 Bivolt Branco Frio Casa Comércio;28;Não
https://www.mercadolivre.com.br/luminaria-plafon-led-de-teto-avant-painel-quadrado-sobrepor-18w-cor-branco-100v240v/p/MLB23231284?pdp_filters=category:MLB1582#searchVariation=MLB23231284&position=7&search_layout=grid&type=product&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;Luminária plafón led de teto Avant Painel quadrado sobrepor 18W cor branco 100V/240V;14;Não
https://produto.mercadolivre.com.br/MLB-2673387391-kit-10-lmpada-led-9w-6500k-luz-branca-frio-casa-sala-quarto-_JM#position=31&search_layout=grid&type=item&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;Kit 10 Lâmpada Led 9w 6500k Luz Branca Frio Casa Sala Quarto;56;Não
https://produto.mercadolivre.com.br/MLB-1210868279-arandela-frisos-e-facho-externa-led-g9-5w-st327-_JM#position=32&search_layout=grid&type=item&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;Arandela Frisos E Facho Externa + Led G9 5w St327;45;Não
https://www.mercadolivre.com.br/lmpada-high-led-tkl-270-50w-bivolt-soq-e27-6500k-taschibra/p/MLB22834661?pdp_filters=category:MLB1582#searchVariation=MLB22834661&position=8&search_layout=grid&type=product&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;Lâmpada High Led Tkl 270 50w Bivolt Soq E27 6500k  Taschibra;27;Não
https://produto.mercadolivre.com.br/MLB-1675658332-kit-4-lmpada-luminaria-de-emergncia-30-leds-2w-_JM#position=33&search_layout=grid&type=item&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;Kit 4 Lâmpada Luminária  De Emergência 30 Leds 2w;59;Não
https://produto.mercadolivre.com.br/MLB-3320581849-kit-10-lmpadas-led-30w-bulbo-6500k-branco-frio-_JM#position=34&search_layout=grid&type=item&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;Kit 10 Lâmpadas Led 30w Bulbo 6500k Branco Frio;126;Sim
https://www.mercadolivre.com.br/kit-2-refletor-super-led-holofote-200w-bivolt-prova-dagua-cor-da-luz-branco-frio-lumi/p/MLB23238122?pdp_filters=category:MLB1582#searchVariation=MLB23238122&position=9&search_layout=grid&type=product&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;Kit 2 Refletor Super Led Holofote 200w Bivolt Prova D'água Cor Da Luz Branco Frio Lumi;199;Sim
https://produto.mercadolivre.com.br/MLB-1687525202-arandela-slim-interna-externa-aluminio-2-friso-moderna-_JM#position=35&search_layout=grid&type=item&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;Arandela Slim Interna Externa Alumínio 2 Friso Moderna;23;Não
https://produto.mercadolivre.com.br/MLB-3279288405-20-lmpadas-bulbo-led-branco-frio-de-15w-6500k-e27-_JM#position=36&search_layout=grid&type=item&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;20 Lâmpadas Bulbo Led Branco Frio De 15w - 6500k - E27;108;Sim
https://produto.mercadolivre.com.br/MLB-3729655948-kit-30-lmpada-led-9w-pra-bulbo-e27-6500k-branco-frio-avant-_JM#position=37&search_layout=grid&type=item&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;Kit 30 Lâmpada Led 9w Pêra Bulbo E27 6500k Branco Frio Avant;175;Sim
https://www.mercadolivre.com.br/lmpada-bulbo-20w-branco-frio-pack-3-pecas-avant/p/MLB21368775?pdp_filters=category:MLB1582#searchVariation=MLB21368775&position=13&search_layout=grid&type=product&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;Lâmpada Bulbo 20w Branco Frio Pack 3 Pecas Avant;33;Não
https://www.mercadolivre.com.br/refletor-led-100w-holofote-bivolt-prova-dagua-ip66-frio/p/MLB20894720?pdp_filters=category:MLB1582#searchVariation=MLB20894720&position=14&search_layout=grid&type=product&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;Refletor Led 100w Holofote Bivolt Prova D'água Ip66 Frio;28;Não
https://produto.mercadolivre.com.br/MLB-1959568048-refletor-led-200w-holofote-prova-dagua-ip66-branco-frio-_JM#position=38&search_layout=grid&type=item&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;Refletor Led 200w Holofote Prova Dágua Ip66 Branco Frio;68;Não
https://produto.mercadolivre.com.br/MLB-1605293614-lampada-led-halopin-g9-5w-para-lustre-arandela-e-decoraco-_JM#position=39&search_layout=grid&type=item&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;Lampada Led Halopin G9 5w Para Lustre Arandela E Decoração;19;Não
https://produto.mercadolivre.com.br/MLB-3460557786-kit-4-refletor-led-50w-holofote-bivolt-b-frio-prova-dagua-_JM#position=40&search_layout=grid&type=item&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;Kit 4 Refletor Led 50w Holofote Bivolt B/ Frio Prova D'água;105;Sim
https://produto.mercadolivre.com.br/MLB-2213772941-kit-05-lampadas-de-led-9w-6500k-e27-branco-frio-_JM#position=41&search_layout=grid&type=item&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;Kit 05 Lampadas De Led 9w 6500k E27 Branco-frio ;28;Não
https://produto.mercadolivre.com.br/MLB-2781781866-holofote-solar-refletor-200w-luminaria-12h-controle-preta-_JM#position=42&search_layout=grid&type=item&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;Holofote Solar Refletor 200w Luminaria 12h Controle Preta;139;Sim
https://produto.mercadolivre.com.br/MLB-3754290022-kit-5-lmpada-50w-led-bulbo-e27-6500k-alta-potncia-bivolt-_JM#position=43&search_layout=grid&type=item&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;Kit 5 Lâmpada 50w Led Bulbo E27 6500k Alta Potência Bivolt;269;Sim
https://www.mercadolivre.com.br/refletor-super-led-200w-holofote-slim-bivolt-prova-dagua-branco-quente-lumi-1-linha/p/MLB21939660?pdp_filters=category:MLB1582#searchVariation=MLB21939660&position=15&search_layout=grid&type=product&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;Refletor Super Led 200w Holofote Slim Bivolt Prova D'água Branco Quente Lumi 1ª Linha;78;Não
https://produto.mercadolivre.com.br/MLB-1959563191-refletor-led-100w-holofote-prova-dagua-ip66-branco-frio-_JM#position=44&search_layout=grid&type=item&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;Refletor Led 100w Holofote Prova Dágua Ip66 Branco Frio;36;Não
https://produto.mercadolivre.com.br/MLB-3112518567-kit-10-lmpada-15w-bulbo-soquete-e27-branco-casa-6500k-led-_JM#position=45&search_layout=grid&type=item&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;Kit 10 Lâmpada 15w Bulbo Soquete E27 Branco Casa 6500k Led;130;Não
https://produto.mercadolivre.com.br/MLB-2767412472-lampada-led-bulbo-alta-potencia-50w-bivolt-certificada-6500k-_JM#position=46&search_layout=grid&type=item&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;Lampada Led Bulbo Alta Potencia 50w Bivolt Certificada 6500k;45;Não
https://www.mercadolivre.com.br/luminaria-led-de-teto-ry-sobrepor-25w-quadrado-110v220v-por-1-unidade/p/MLB15737394?pdp_filters=category:MLB1582#searchVariation=MLB15737394&position=16&search_layout=grid&type=product&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;Luminária led de teto RY Sobrepor 25W quadrado 110V/220V por 1 unidade;23;Não
https://produto.mercadolivre.com.br/MLB-3223637569-lmpada-led-firework-vintage-retr-d95-mbar-e27-taschibra-_JM#position=47&search_layout=grid&type=item&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;Lâmpada Led Firework Vintage Retrô D95 Âmbar E27 Taschibra ;42;Não
https://produto.mercadolivre.com.br/MLB-1984612726-lmpada-led-bulbo-50w-e27-6500k-bivolt-_JM#position=48&search_layout=grid&type=item&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;Lâmpada Led Bulbo 50w E27 6500k Bivolt;44;Não
https://produto.mercadolivre.com.br/MLB-3291677761-kit-5-lmpada-led-bulbo-hp-alta-potncia-100w-base-e40-avant-_JM#position=49&search_layout=grid&type=item&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;Kit 5 Lâmpada Led Bulbo Hp Alta Potência 100w Base E40 Avant;399;Sim
https://produto.mercadolivre.com.br/MLB-2656595630-kit-3-lampada-luminaria-led-spot-sem-fio-controle-remoto-_JM#position=50&search_layout=grid&type=item&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;Kit 3 Lampada Luminaria Led Spot Sem Fio Controle Remoto;37;Não
https://produto.mercadolivre.com.br/MLB-3128353226-lmpada-led-bulbo-100w-e40-6500k-alta-potncia-avant-_JM#position=51&search_layout=grid&type=item&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;Lâmpada Led Bulbo 100w E40 6500k Alta Potência Avant;68;Não
https://produto.mercadolivre.com.br/MLB-2868498702-kit-10-painel-plafon-embutir-quadrado-led-18w-bivolt-avant-_JM#position=52&search_layout=grid&type=item&tracking_id=40ccd227-ff80-4454-8695-e923ce69617f;Kit 10 Painel Plafon Embutir Quadrado Led 18w Bivolt Avant;214;Sim
https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=noEo5%2Bv%2Fpp1JQslp4n5WZjCH9RF9UJ9cWiQ9NkS4gyb%2F6lUxfLTZd%2BFGEbehIjcnlv4waRBM3ejQSmkcsvKrtfGpw2MCXapKroB21SuJkpsR5DJMqrROCXt57lab8p7qbcIJ3aqzkMcgtuOKXfoNYZh%2BD6eo53ixPzAta5D1W8u6q82%2FPsQkS4FY3HjLwqarvmg6Gmx8wOEBRX3OikJwq8YEZY8fWtSdwbuLbdPqKtq8%2FAp85FYXW1uypjaCiUtLbb9JchRwA%2FsobkdvOaVWLWLvbH%2Ba4SB6UptSk0qv2YHtNDRofa%2B3x4FGa5Vee%2BvR2WwmJJji9RkYcvaQ2nAajk2o30JUTZaZ8afTRaiCaGqla9QLReyvUKH6FBRITNEHUTFOzNQcHaUI61O%2BUcX73cEu0KdJPhu1s9e8aQFrQD5BzmtOkVL6qvwpXMXP%2BLBODltlVsKaRZunRex7EMMhbPcDjNEkegM%2BjyuIbpuyzGR122NAOscfCx%2Banv%2FOjtVPKymtHNfk9LMweZcaYAsCBszD%2FmsTpFfZ6FKq%2F82ljxH0ztp6j%2Fl45TvkjnVBVZUDDnj2PijwImMr5n3UUIUdGPzFRppuG4TwtIPTQggAPo6DEGBUI%2FlDuJi%2F6KxnObD2ldRySMYbasSvgNuAqHqbWdfytPPURql2GtM%2BrIHTqOmKi6%2F8sQpVysnthdtYALkATcBuvPm9geYop1cZMYr1r3fkZg%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2B16026%2Cmclics%2Frolling-layout%2B20432%2Cmclics%2Fshow-pads-search-list%2B5146%2Cmclics%2Fshow-pads-global%2B5176&rb=x;Kit 200 Abraçadeira De Aço Para Lâmpadas Tubulares T8;75;Não
https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=CYuu8d%2F8qVfNFguQjOrPl1k6ichMNh6Xf8e7gnz%2FknZEoDRmDk%2FXTvS5M7klVxV0iJddxaA23NpHWOhxodDAyaSwp2tb6gP99LQbSV7pLcafya7Q%2B2MSJSAl98pz0Itw5OjjSsdqdmefx8Hi0rMJf42Hcy3S9e1NEupJauB1jovM2J7r16PRpBpEhXSWBvTBQbI987WGA2bm8KNNYzgKFX9Pp3lPYa1rw%2FOlnpsl931m8k283f3Rt2LVyo5FrWRZVXlDESogurnIajKvfGGIcsJYQuBMJWGVaqSVfylb1SDnjLpnOHn6Or4gBPsQ8k4tasvqmoIZrSr7wdSYWBMZ5nsPFE8u95YX8qKbvtkxNixmPH%2B0ZglnvNX%2F%2BnmXS6gU%2FmACDiP8J9I%2FRn8ps1GsJMX1H937M%2FqalPXa1hrrNBARk85XXGA%2BvbBMEgi4RXUvRHBWWiU93eSrGLtzpT0PN33LONFLKHpprHchmvf8djiKlpjDA5u008UakE9Kr6XVKbUI%2F79m6XrUNta1JFPQ0SLyFAD96308bvtUPAUH11A%2FTtVeTMvL3sVAxjTVFp%2F4lozKPnyLY%2FA8CRPSAqB%2FTVtjsEsFuYUOzjTsE01t0eHOoYVoa6n1IkgFe2Wr5aWbpFs5%2BopXscyCCaD%2FKfIbj5zQhF0hRFVAX5dX8S6rnXU6zzRgRc4gBFwLzVmCf1KkUOfRL5RC8i%2Fe%2Ffmvd4R8LnlWcMY%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2B16026%2Cmclics%2Frolling-layout%2B20432%2Cmclics%2Fshow-pads-search-list%2B5146%2Cmclics%2Fshow-pads-global%2B5176&rb=x;Refletor Led 100w Smd Prova D´água Ip66 Holofote 6500k ;57;Não
